2171.0	2905.0	1.0
1104.0	1077.0	1.0
15269.0	1176.0	1.0
1295.0	3221.0	1.0
3825.0	5110.0	1.0
17503.0	652.0	1.0
10300.0	1259.0	1.0
20433.0	3968.0	1.0
5346.0	6178.0	1.0
8659.0	489.0	1.0
19914.0	186.0	1.0
18500.0	4262.0	1.0
3452.0	1735.0	1.0
5640.0	872.0	1.0
5669.0	1018.0	1.0
8200.0	1301.0	1.0
5269.0	3449.0	1.0
13771.0	2201.0	1.0
19196.0	5595.0	1.0
7545.0	3449.0	1.0
20145.0	2099.0	1.0
18625.0	2227.0	1.0
21213.0	882.0	1.0
4745.0	1648.0	1.0
6318.0	5591.0	1.0
19385.0	747.0	1.0
19433.0	3163.0	1.0
17404.0	882.0	1.0
19823.0	3476.0	1.0
1048.0	1297.0	1.0
211.0	4536.0	1.0
3858.0	5615.0	1.0
6841.0	683.0	1.0
18625.0	2034.0	1.0
7406.0	2403.0	1.0
13826.0	4395.0	1.0
3062.0	5174.0	1.0
10908.0	5621.0	1.0
20504.0	4802.0	1.0
8222.0	2931.0	1.0
47.0	3968.0	1.0
5339.0	3251.0	1.0
2460.0	5110.0	1.0
19792.0	3731.0	1.0
9401.0	4885.0	1.0
4924.0	1024.0	1.0
11593.0	186.0	1.0
20382.0	6309.0	1.0
423.0	3215.0	1.0
1464.0	5682.0	1.0
6084.0	6271.0	1.0
14092.0	1648.0	1.0
13879.0	5806.0	1.0
1113.0	186.0	1.0
12002.0	5591.0	1.0
10634.0	2206.0	1.0
14417.0	2201.0	1.0
7930.0	2201.0	1.0
17141.0	186.0	1.0
13078.0	1201.0	1.0
4174.0	652.0	1.0
16725.0	4971.0	1.0
9387.0	2018.0	1.0
8292.0	1301.0	1.0
1360.0	186.0	1.0
9449.0	2491.0	1.0
8244.0	3803.0	1.0
5207.0	1375.0	1.0
14243.0	618.0	1.0
16187.0	5392.0	1.0
13209.0	5753.0	1.0
11910.0	882.0	1.0
13611.0	4832.0	1.0
12719.0	3697.0	1.0
15037.0	1353.0	1.0
20931.0	186.0	1.0
1234.0	2208.0	1.0
14488.0	2197.0	1.0
4277.0	882.0	1.0
14886.0	4159.0	1.0
21245.0	231.0	1.0
7132.0	6178.0	1.0
10564.0	6207.0	1.0
15761.0	6335.0	1.0
1453.0	1301.0	1.0
2168.0	4093.0	1.0
3650.0	1297.0	1.0
6676.0	5033.0	1.0
19748.0	6058.0	1.0
16611.0	3221.0	1.0
14362.0	186.0	1.0
6631.0	2201.0	1.0
19450.0	4242.0	1.0
10988.0	3803.0	1.0
17521.0	6309.0	1.0
15579.0	4342.0	1.0
7381.0	4920.0	1.0
8509.0	5595.0	1.0
9906.0	4386.0	1.0
17892.0	4828.0	1.0
12841.0	2227.0	1.0
1575.0	1904.0	1.0
6557.0	882.0	1.0
14889.0	4971.0	1.0
12413.0	652.0	1.0
17827.0	226.0	1.0
16706.0	5960.0	1.0
5340.0	5694.0	1.0
2428.0	5588.0	1.0
5183.0	2180.0	1.0
11134.0	1201.0	1.0
18712.0	4026.0	1.0
2566.0	3215.0	1.0
9241.0	300.0	1.0
17905.0	1896.0	1.0
3554.0	5615.0	1.0
13285.0	96.0	1.0
16874.0	4409.0	1.0
13363.0	5313.0	1.0
18779.0	2529.0	1.0
3770.0	3215.0	1.0
16294.0	1669.0	1.0
1711.0	5470.0	1.0
18307.0	683.0	1.0
12531.0	3548.0	1.0
3393.0	5621.0	1.0
7348.0	226.0	1.0
11682.0	2201.0	1.0
8423.0	852.0	1.0
14583.0	2006.0	1.0
10238.0	580.0	1.0
10800.0	6376.0	1.0
20628.0	5549.0	1.0
16698.0	2018.0	1.0
5578.0	4752.0	1.0
15761.0	2705.0	1.0
13497.0	4438.0	1.0
10519.0	4242.0	1.0
8777.0	162.0	1.0
15336.0	3476.0	1.0
7153.0	5466.0	1.0
6951.0	3509.0	1.0
6886.0	272.0	1.0
18500.0	2048.0	1.0
20733.0	3352.0	1.0
3283.0	176.0	1.0
5925.0	3378.0	1.0
6815.0	5033.0	1.0
11190.0	1618.0	1.0
15450.0	4129.0	1.0
9646.0	3414.0	1.0
20610.0	683.0	1.0
19967.0	5235.0	1.0
5762.0	4652.0	1.0
7461.0	4745.0	1.0
11138.0	5033.0	1.0
4513.0	3449.0	1.0
8465.0	1969.0	1.0
4796.0	717.0	1.0
2665.0	882.0	1.0
8262.0	4971.0	1.0
13043.0	5321.0	1.0
18364.0	5464.0	1.0
15434.0	4582.0	1.0
6262.0	6420.0	1.0
2664.0	186.0	1.0
5467.0	5960.0	1.0
9809.0	5960.0	1.0
18916.0	4813.0	1.0
15695.0	5273.0	1.0
19385.0	6261.0	1.0
8851.0	4971.0	1.0
5839.0	2563.0	1.0
14560.0	4067.0	1.0
4348.0	5960.0	1.0
15496.0	385.0	1.0
5407.0	3010.0	1.0
14950.0	2102.0	1.0
18090.0	186.0	1.0
10876.0	3501.0	1.0
14794.0	3010.0	1.0
11338.0	872.0	1.0
11433.0	2969.0	1.0
12836.0	4813.0	1.0
12667.0	882.0	1.0
19028.0	5615.0	1.0
5343.0	2201.0	1.0
19490.0	5588.0	1.0
5140.0	95.0	1.0
10087.0	4813.0	1.0
14806.0	3221.0	1.0
8084.0	1591.0	1.0
10536.0	2399.0	1.0
3732.0	2905.0	1.0
12521.0	3968.0	1.0
8546.0	3895.0	1.0
3324.0	588.0	1.0
10292.0	319.0	1.0
2551.0	3924.0	1.0
5775.0	162.0	1.0
19892.0	4559.0	1.0
5855.0	6068.0	1.0
18190.0	3414.0	1.0
11796.0	2201.0	1.0
15643.0	489.0	1.0
6639.0	106.0	1.0
2349.0	2201.0	1.0
13367.0	186.0	1.0
6228.0	4582.0	1.0
14145.0	683.0	1.0
15358.0	6178.0	1.0
5178.0	3352.0	1.0
5830.0	3367.0	1.0
4569.0	5050.0	1.0
14159.0	974.0	1.0
9449.0	2037.0	1.0
16186.0	5961.0	1.0
13537.0	5533.0	1.0
11271.0	4828.0	1.0
19924.0	6309.0	1.0
12320.0	2733.0	1.0
18972.0	4885.0	1.0
19654.0	5033.0	1.0
50.0	5961.0	1.0
18627.0	2259.0	1.0
17436.0	6236.0	1.0
7638.0	4154.0	1.0
17576.0	5033.0	1.0
20597.0	2227.0	1.0
12112.0	3645.0	1.0
16840.0	882.0	1.0
4992.0	6288.0	1.0
11526.0	3924.0	1.0
14861.0	905.0	1.0
4715.0	5474.0	1.0
93.0	3365.0	1.0
16096.0	5615.0	1.0
4533.0	4535.0	1.0
7200.0	385.0	1.0
21097.0	5027.0	1.0
5339.0	1392.0	1.0
16855.0	5027.0	1.0
16304.0	5027.0	1.0
2856.0	1297.0	1.0
8058.0	5235.0	1.0
4158.0	134.0	1.0
18547.0	6309.0	1.0
17827.0	3968.0	1.0
2921.0	2491.0	1.0
16271.0	5084.0	1.0
20674.0	5339.0	1.0
